Date,Close,Open,High,Low,Volume,Change_pct
3.8.2022,87.7,87.01,89.19,86.55,252400,1.39%
2.8.2022,86.5,90,90.13,86.47,300050,-4.28%
1.8.2022,90.37,89.3,91.15,87.4,227480,-0.48%
29.7.2022,90.81,89.9,90.81,88.8,324900,2.61%
28.7.2022,88.5,91.78,91.78,88.07,241720,-0.49%
27.7.2022,88.94,91.2,91.2,86.6,365850,-0.77%
26.7.2022,89.63,89.73,90.6,87.15,471220,-0.52%
25.7.2022,90.1,97,97,90.1,534750,-8.54%
22.7.2022,98.51,93,98.78,92.7,392700,6.44%
21.7.2022,92.55,95,95,91.68,419950,-1.96%
20.7.2022,94.4,95.61,95.78,91.88,350660,0.44%
19.7.2022,93.99,93.8,94,90.76,283410,0.19%
18.7.2022,93.81,95,95.56,91.27,347750,0.53%
15.7.2022,93.32,95,97.55,93,336670,-1.58%
14.7.2022,94.82,97.65,98.92,93.81,278100,-2.90%
13.7.2022,97.65,102.02,102.52,96.23,218600,-4.28%
12.7.2022,102.02,104.5,104.5,101.1,420780,-2.37%
11.7.2022,104.5,104,105.92,102.64,433050,1.06%
8.7.2022,103.4,103.8,104.9,100.5,263890,-0.37%
7.7.2022,103.78,97.89,103.92,97.52,449300,6.50%
6.7.2022,97.45,91.6,99,91.5,490560,6.12%
5.7.2022,91.83,96.78,96.78,88.88,372660,-3.64%
4.7.2022,95.3,97.9,97.9,94.11,259140,-2.72%
1.7.2022,97.96,95.4,98.28,93.56,309700,2.38%
30.6.2022,95.68,97,101.1,95.41,573890,-2.71%
29.6.2022,98.35,96.5,98.35,94.24,312580,0.98%
28.6.2022,97.4,95.4,97.85,95.17,291400,2.55%
27.6.2022,94.98,94.7,95.5,93.08,324290,0.60%
24.6.2022,94.41,91.5,94.65,90.69,226060,4.12%
23.6.2022,90.67,90,91.68,89.05,206790,-0.31%
22.6.2022,90.95,90.19,91.71,88.37,246970,-0.46%
21.6.2022,91.37,93.19,93.7,90.92,284660,-1.22%
20.6.2022,92.5,90.6,93.48,90.6,215990,2.18%
17.6.2022,90.53,90.36,93.26,90,849090,-1.39%
15.6.2022,91.81,91.5,91.9,89.91,413810,0.45%
14.6.2022,91.4,88.5,92.4,86.69,603540,3.36%
13.6.2022,88.43,91.5,92.78,88.3,594370,-5.55%
10.6.2022,93.63,93.25,95.9,89.81,948620,-0.34%
9.6.2022,93.95,103.5,103.5,93.15,1100000,-9.12%
8.6.2022,103.38,104.28,105.86,103.02,345850,-1.71%
7.6.2022,105.18,106.46,106.88,103.52,390570,-1.61%
6.6.2022,106.9,104.6,108.7,103.58,275870,2.59%
3.6.2022,104.2,108.9,109.7,104.02,260090,-3.46%
2.6.2022,107.94,109.06,109.06,106.5,246180,-0.39%
1.6.2022,108.36,109.3,110.62,108.2,288760,-0.28%
31.5.2022,108.66,113.1,113.12,108.52,1180000,-3.93%
30.5.2022,113.1,114,117.98,113.08,341850,0.73%
27.5.2022,112.28,112.06,114.72,107.32,596170,1.50%
26.5.2022,110.62,108.5,111.6,106.62,378580,2.43%
25.5.2022,108,111,111.26,105.88,480380,-2.70%
24.5.2022,111,115.64,116.8,110.84,565230,-4.82%
23.5.2022,116.62,120,121.8,115.52,277640,-1.47%
20.5.2022,118.36,117,121.68,116.7,389420,1.27%
19.5.2022,116.88,117.2,118.04,114.76,676740,-1.86%
18.5.2022,119.1,124.8,124.8,118.82,429690,-4.06%
17.5.2022,124.14,118.48,125.4,117.4,548380,6.21%
16.5.2022,116.88,120.5,121.38,116.88,233200,-3.15%
13.5.2022,120.68,117.38,121.72,116.26,328130,3.48%
12.5.2022,116.62,117.12,119.52,113.62,20080,-3.68%
11.5.2022,121.08,117.46,121.46,115.78,408030,3.93%
10.5.2022,116.5,117.36,118.2,113.3,300500,1.25%
9.5.2022,115.06,117.74,117.84,114.14,297620,-2.28%
6.5.2022,117.74,117,118.46,114.4,497090,-1.46%
5.5.2022,119.48,124.7,125.3,118.96,417240,-2.91%
4.5.2022,123.06,120,123.62,115.22,748430,3.05%
2.5.2022,119.42,119.82,121.18,115.5,389240,-1.29%
29.4.2022,120.98,124.16,126.9,119.78,642610,-2.02%
28.4.2022,123.48,130,130.34,122.4,641560,-4.37%
27.4.2022,129.12,128,130.92,125,643450,0.91%
26.4.2022,127.96,131.94,133.2,126.84,569590,-2.11%
25.4.2022,130.72,127,131.2,125.7,922890,2.45%
22.4.2022,127.6,129,132,125.66,1070000,-0.81%
21.4.2022,128.64,138,139.74,127.8,1400000,-6.40%
20.4.2022,137.44,150,152.4,137.44,1230000,-8.31%
19.4.2022,149.9,167,167.96,149.8,1670000,-10.24%
14.4.2022,167,167.82,170.26,162.96,467340,-1.70%
13.4.2022,169.88,170,171.32,168.18,124380,0.64%
12.4.2022,168.8,174.76,174.9,168.7,253050,-3.97%
11.4.2022,175.78,170.1,175.9,168.9,237850,2.87%
8.4.2022,170.88,176,176,170.5,200790,-1.79%
7.4.2022,174,176.6,177.34,173.7,237130,-0.63%
6.4.2022,175.1,178.08,178.08,173.62,187270,-0.68%
5.4.2022,176.3,175,179.92,174.48,335440,1.25%
4.4.2022,174.12,175,175.9,172.1,189760,-0.93%
1.4.2022,175.76,174,176.7,173.1,227600,1.16%
31.3.2022,173.74,180.5,182.02,173.74,448330,-4.34%
30.3.2022,181.62,178.3,182.8,177.8,284350,1.86%
29.3.2022,178.3,177.24,179.62,174.5,274920,1.08%
28.3.2022,176.4,175.12,178.86,173.78,207050,0.55%
25.3.2022,175.44,176.1,178.94,174,219220,-0.31%
24.3.2022,175.98,178,178.02,174,237860,-1.11%
23.3.2022,177.96,174.88,181.4,174.3,491890,2.17%
22.3.2022,174.18,186.94,187.14,171.68,1110000,1.67%
21.3.2022,171.32,168.56,172.8,168.2,183150,0.71%
18.3.2022,170.12,173.78,174.38,168.2,509010,-1.66%
17.3.2022,173,171.5,173.9,168.8,388040,1.59%
16.3.2022,170.3,169,172.36,166.06,518060,2.02%
15.3.2022,166.92,163,169.4,161.74,356640,2.59%
14.3.2022,162.7,163.64,166.7,160.52,300110,-0.50%
11.3.2022,163.52,160.34,165.28,158.52,343460,3.49%
10.3.2022,158,162.72,164.38,158,298590,-2.51%
9.3.2022,162.06,160.4,164.5,160.16,351240,2.60%
8.3.2022,157.96,162,164.88,156,437220,-3.02%
7.3.2022,162.88,158,163.48,155,578620,0.99%
4.3.2022,161.28,163,165.88,159.56,312570,-1.06%
3.3.2022,163,171.5,172,163,434390,-5.52%
2.3.2022,172.52,167,175,165.98,581860,2.51%
1.3.2022,168.3,170,171.96,166.92,597470,-0.06%
28.2.2022,168.4,161.42,170,159.04,653470,2.43%
25.2.2022,164.4,164.32,167.48,160.22,427060,2.84%
24.2.2022,159.86,160,164,150.2,763170,-5.63%
23.2.2022,169.4,175.74,179.9,169,418290,-0.99%
22.2.2022,171.1,166,171.1,159.2,403440,1.24%
21.2.2022,169,176.56,177.2,168.38,322390,-3.32%
18.2.2022,174.8,180,182.32,174.8,274160,-2.89%
17.2.2022,180,182,183.8,178.6,346060,-0.99%
16.2.2022,181.8,187.5,188,180.2,334220,0.52%
15.2.2022,180.86,180,187.36,179.42,622290,1.15%
14.2.2022,178.8,173.68,180.78,172.9,466450,0.44%
11.2.2022,178.02,180.76,180.76,176.8,242560,-1.91%
10.2.2022,181.48,183.8,184,178.16,197820,-1.15%
9.2.2022,183.6,179.8,183.6,177.94,363960,2.88%
8.2.2022,178.46,179.26,180,173.4,495050,-0.61%
7.2.2022,179.56,178.02,181.32,176,407030,0.94%
4.2.2022,177.88,183,187.34,177.88,360360,-3.85%
3.2.2022,185,183.24,185.84,182.46,112530,-0.45%
2.2.2022,185.84,182,186.6,180.94,372930,2.71%
1.2.2022,180.94,181.28,185.9,177.82,888180,0.49%
31.1.2022,180.06,169.2,180.06,166.5,524310,8.33%
28.1.2022,166.22,175,176.9,166.1,474340,-5.23%
27.1.2022,175.4,171.96,175.72,168.56,269910,1.32%
26.1.2022,173.12,173.5,177.2,172.02,316120,0.17%
25.1.2022,172.82,178,180.88,172.4,515300,-2.91%
24.1.2022,178,185,187.5,176,492730,-4.30%
21.1.2022,186,189,191,184.16,377090,-2.11%
20.1.2022,190,189.3,192.36,187.48,394610,1.20%
19.1.2022,187.74,192,192.38,187,541810,-3.23%
18.1.2022,194,190,208.1,186.46,1470000,1.57%
17.1.2022,191,191.5,191.82,188.7,113830,0.00%
14.1.2022,191,192.96,195.34,189.7,256700,-1.05%
13.1.2022,193.02,193,197.76,192,294450,-1.52%
12.1.2022,196,189.3,196.66,186,523990,3.95%
11.1.2022,188.56,189.5,193.1,188.2,343540,0.24%
10.1.2022,188.1,198.6,199.66,188.1,403340,-5.31%
7.1.2022,198.64,200.4,201.55,195.88,530650,-2.63%
5.1.2022,204,198,204,197.2,348890,2.79%
4.1.2022,198.46,200.9,201.8,197.7,513850,-1.07%
3.1.2022,200.6,192.88,201.9,192.36,650790,3.99%
30.12.2021,192.9,189.2,192.9,189.2,162820,1.46%
29.12.2021,190.12,189.5,193.5,188.52,162690,-0.20%
28.12.2021,190.5,194,195.2,189.6,260010,-2.45%
27.12.2021,195.28,191.18,197.26,188.2,301040,0.36%
23.12.2021,194.58,197.84,197.86,191.22,224340,-1.65%
22.12.2021,197.84,191.4,197.84,191,334360,3.39%
21.12.2021,191.36,191,193,187.02,220560,-0.87%
20.12.2021,193.04,184.24,193.04,184.06,408730,2.16%
17.12.2021,188.96,182.72,189.06,182.1,752660,2.72%
16.12.2021,183.96,183.5,187.24,181,464350,2.77%
15.12.2021,179,173.2,181.56,172.94,370790,3.52%
14.12.2021,172.92,182.62,184.26,172.92,447540,-5.31%
13.12.2021,182.62,178.66,183.58,178.66,266660,2.29%
10.12.2021,178.54,179.78,181.3,178.06,147390,-0.89%
9.12.2021,180.14,184,186.76,178.58,319070,-3.25%
8.12.2021,186.2,185.4,188.06,183.54,249960,0.33%
7.12.2021,185.58,184.9,189.68,183.4,364940,0.86%
6.12.2021,184,182.1,185.34,181.1,278650,1.40%
3.12.2021,181.46,181.58,183.58,179.92,621880,0.81%
2.12.2021,180,182.5,183.7,177.5,361140,-2.70%
1.12.2021,185,183.54,185.6,178.1,450970,1.23%
30.11.2021,182.76,180,186.5,175.3,1310000,-4.57%
29.11.2021,191.52,187,198.8,186.94,538880,3.23%
26.11.2021,185.52,185,186.8,181.1,553810,-0.83%
25.11.2021,187.08,189,190.98,185.18,194870,0.29%
24.11.2021,186.54,199.88,201,186.5,556520,-7.19%
23.11.2021,201,194,201,190.4,959890,3.35%
22.11.2021,194.48,189,197.5,186.6,604450,2.90%
19.11.2021,189,180,189.6,178.5,463900,4.22%
18.11.2021,181.34,179.92,181.88,178,181270,0.78%
17.11.2021,179.94,184.5,184.5,179.22,198920,-1.67%
16.11.2021,183,184,187.36,182.38,247350,-0.17%
15.11.2021,183.32,184.72,189.86,183.32,257870,-0.80%
12.11.2021,184.8,182.5,187.28,182.08,305790,2.25%
10.11.2021,180.74,182.26,182.5,178.36,148480,-0.53%
9.11.2021,181.7,178.4,182.86,178.24,194950,1.51%
8.11.2021,179,178.82,181.88,178.22,85700,0.10%
5.11.2021,178.82,182,183.2,177.42,206710,-1.26%
4.11.2021,181.1,174.02,181.6,173.22,281410,4.32%
3.11.2021,173.6,173.82,177.32,173,406800,0.10%
2.11.2021,173.42,176.2,176.2,170.66,323190,-0.26%
29.10.2021,173.88,174.1,177.2,172.58,383670,0.61%
28.10.2021,172.82,178.98,180.52,172.82,370010,-2.92%
27.10.2021,178.02,181.82,183.14,176.2,348710,-2.19%
26.10.2021,182,187.26,188.5,182,215290,-2.78%
25.10.2021,187.2,185.5,187.68,184.7,222790,1.58%
22.10.2021,184.28,181,184.98,181,289500,1.81%
21.10.2021,181,183.42,184.46,175.76,1260000,-6.51%
20.10.2021,193.6,197,197.58,193.5,209050,-1.96%
19.10.2021,197.48,189.1,197.52,189.1,303810,4.45%
18.10.2021,189.06,188.8,191.5,186.1,334340,0.50%
15.10.2021,188.12,200.8,201,188.02,963880,-5.94%
14.10.2021,200,208.8,212,199.3,577650,-4.24%
13.10.2021,208.85,203.05,209.4,200.8,402530,2.43%
12.10.2021,203.9,195.16,204.8,195.16,618030,4.46%
11.10.2021,195.2,194.76,197.9,192.8,272270,0.17%
8.10.2021,194.86,193.88,196.7,192.66,253150,0.39%
7.10.2021,194.1,190,197.3,189.68,494760,0.50%
6.10.2021,193.14,192.7,193.78,188,375760,-0.44%
5.10.2021,194,184,194,182.5,516590,5.38%
4.10.2021,184.1,188.12,188.12,182.5,423250,-2.87%
1.10.2021,189.54,190.5,195.4,186.52,21190,-1.18%
30.9.2021,191.8,186.1,191.8,184.48,364150,4.18%
29.9.2021,184.1,184,186.9,183,137600,0.15%
28.9.2021,183.82,180.3,185,179,230900,1.46%
27.9.2021,181.18,185.4,186.14,177.2,295820,-1.54%
24.9.2021,184.02,192.74,192.8,184.02,363200,-4.65%
23.9.2021,193,191,196.5,190.42,257000,1.53%
22.9.2021,190.1,186.2,192.68,185.8,443800,2.87%
21.9.2021,184.8,184.2,188,183,367100,0.21%
20.9.2021,184.42,192.12,192.26,184,384310,-5.43%
17.9.2021,195,197,199.42,192.28,1080000,-0.69%
16.9.2021,196.36,191,196.5,191,597920,2.88%
15.9.2021,190.86,187.4,191.6,186.64,350840,1.10%
14.9.2021,188.78,189,189.76,184.24,427520,0.45%
13.9.2021,187.94,182.26,188.7,181.5,489360,3.59%
10.9.2021,181.42,180.7,183.86,179.18,307770,0.41%
9.9.2021,180.68,177.9,180.68,176.6,325660,1.22%
8.9.2021,178.5,185,185,178.3,466060,-3.51%
7.9.2021,185,186.9,187.58,181.8,424730,-1.60%
6.9.2021,188,187.34,189.2,185.02,298440,0.52%
3.9.2021,187.02,189.98,192.06,185,426210,-1.56%
2.9.2021,189.98,180,192.96,179.6,1620000,11.52%
1.9.2021,170.36,171,173.9,169.4,438620,0.61%
31.8.2021,169.32,167.78,172.62,167.28,718030,1.01%
30.8.2021,167.62,167.88,169.88,164.4,440310,-0.10%
27.8.2021,167.78,168.22,168.48,165.5,205620,-0.15%
26.8.2021,168.04,164.98,170.9,163.2,460050,1.49%
25.8.2021,165.58,165.72,166.4,164.14,229920,-0.12%
24.8.2021,165.78,166.22,166.88,165.02,178930,0.34%
23.8.2021,165.22,166.16,167.78,164.2,191400,-0.31%
20.8.2021,165.74,168.28,168.3,164.38,412700,-1.52%
19.8.2021,168.3,167.08,168.68,164.58,192910,1.02%
18.8.2021,166.6,170.14,170.4,166.5,214890,-2.58%
17.8.2021,171.02,165.5,171.54,164.5,396750,3.65%
16.8.2021,165,168.9,170.5,165,279200,-2.31%
13.8.2021,168.9,167.6,172.88,166.48,197490,1.22%
12.8.2021,166.86,167,168.08,164.74,175530,-0.30%
11.8.2021,167.36,166.2,168.56,164.08,226490,0.72%
10.8.2021,166.16,172.6,172.8,166.16,527030,-3.40%
9.8.2021,172,175,175.24,170.66,230120,-1.22%
6.8.2021,174.12,178.3,178.34,173.5,181800,-2.31%
5.8.2021,178.24,175.88,179.78,174.74,290570,1.79%
4.8.2021,175.1,175.52,178,172.66,244130,-0.24%
3.8.2021,175.52,177,177.38,174.1,411370,0.30%
2.8.2021,175,183.48,183.48,174.6,828780,-5.27%
30.7.2021,184.74,182.66,184.8,178.64,307100,0.40%
29.7.2021,184,186,189.3,182.86,540020,0.12%
28.7.2021,183.78,183.22,184.06,176.8,669130,0.31%
27.7.2021,183.22,184.42,184.78,181.22,317100,-0.42%
26.7.2021,184,188.9,188.9,182.34,338740,-1.22%
23.7.2021,186.28,187.5,189.08,185.86,219460,0.13%
22.7.2021,186.04,187.3,191,185.24,254140,0.85%
21.7.2021,184.48,188,194.24,180.4,415890,-1.66%
20.7.2021,187.6,186.86,188.8,185.14,399600,0.70%
19.7.2021,186.3,193.6,194,184.64,508610,-4.04%
16.7.2021,194.14,194.94,197.96,193.5,279130,-0.40%
15.7.2021,194.92,195.98,197.66,193.12,400150,-0.52%
14.7.2021,195.94,203,203.2,195.5,329110,-3.69%
13.7.2021,203.45,202.5,206.15,201.3,417150,0.79%
12.7.2021,201.85,190.2,202,190.1,1030000,7.37%
9.7.2021,188,189.14,189.88,187.1,220830,0.28%
8.7.2021,187.48,192,193.9,186.82,319780,-3.06%
7.7.2021,193.4,189.68,193.5,186.86,407520,3.25%
6.7.2021,187.32,191.9,192.5,187.32,437750,-2.39%
5.7.2021,191.9,192.62,192.9,189.34,146930,0.89%
2.7.2021,190.2,189.68,192.8,188.8,264190,0.76%
1.7.2021,188.76,185.1,190.96,185.1,365130,2.02%
30.6.2021,185.02,187.38,190,182.6,506270,-1.77%
29.6.2021,188.36,185,193.24,185,667810,1.54%
28.6.2021,185.5,179.62,187.6,178.06,504100,3.22%
25.6.2021,179.72,180,184.1,179,511220,-0.18%
24.6.2021,180.04,178,182.4,176.54,394300,1.15%
23.6.2021,178,177.1,178.72,173.04,575110,0.12%
22.6.2021,177.78,182.98,185.96,177.12,356450,-3.05%
21.6.2021,183.38,183.86,184.62,179.42,256810,-0.26%
18.6.2021,183.86,182,183.86,179,889320,1.58%
17.6.2021,181,185,186.4,178.22,843200,-2.76%
16.6.2021,186.14,207,211.65,186,1530000,-6.45%
15.6.2021,198.98,191.5,204.7,190.9,1570000,6.53%
14.6.2021,186.78,186.2,187.9,182.66,406460,0.53%
11.6.2021,185.8,174,186.5,172.82,674700,6.78%
10.6.2021,174,177.1,178.26,172.58,284220,-1.42%
9.6.2021,176.5,173,178.8,170.8,879840,3.22%
8.6.2021,171,169.28,172.2,168,418030,0.73%
7.6.2021,169.76,170.66,173.68,167.12,454670,-0.84%
4.6.2021,171.2,164.82,171.2,161.82,516370,5.95%
2.6.2021,161.58,154,161.78,152.8,1250000,5.35%
1.6.2021,153.38,156.12,158,152.6,1830000,-9.10%
31.5.2021,168.74,175,175,168.28,525990,-5.51%
28.5.2021,178.58,177.7,182.96,174,598750,1.75%
27.5.2021,175.5,165.6,175.5,165.5,1110000,8.60%
26.5.2021,161.6,165,168.18,161.6,392380,-2.00%
25.5.2021,164.9,169.22,173.66,162.1,641940,-1.97%
24.5.2021,168.22,172,172,168.1,463010,-2.76%
21.5.2021,173,175.5,176.36,171.46,659440,-1.42%
20.5.2021,175.5,169.22,176.32,169.2,681650,3.81%
19.5.2021,169.06,169,170.3,166,578880,-0.55%
18.5.2021,170,174.5,176.66,167.24,935850,-1.00%
17.5.2021,171.72,167,178,165.5,927410,4.15%
14.5.2021,164.88,159.48,166.76,155.1,614870,4.41%
13.5.2021,157.92,162.2,164.12,155.74,604190,-1.91%
12.5.2021,161,155.26,170.78,151.78,963650,4.37%
11.5.2021,154.26,156.96,157.08,151.08,771290,-1.53%
10.5.2021,156.66,163,165.4,156.6,468420,-2.97%
7.5.2021,161.46,157,161.46,156.14,449910,3.16%
6.5.2021,156.52,160.5,161.28,154.62,773760,-3.08%
5.5.2021,161.5,168,168.42,156.3,772180,-4.39%
4.5.2021,168.92,175.22,175.8,167.7,591800,-2.99%
30.4.2021,174.12,175.76,179.74,174,480140,-0.64%
29.4.2021,175.24,175,177,170.6,524520,1.59%
28.4.2021,172.5,170,174.7,168.6,666270,2.50%
27.4.2021,168.3,166,173.34,166,614500,-0.40%
26.4.2021,168.98,173.48,173.9,165.1,689760,-1.26%
23.4.2021,171.14,176.98,179,167.5,708620,-1.36%
22.4.2021,173.5,175.7,176.7,172.3,302260,0.52%
21.4.2021,172.6,173,179.96,167.3,735260,-0.23%
20.4.2021,173,178.5,181.2,172.22,571330,-2.54%
19.4.2021,177.5,178.94,185.1,177.1,685110,0.42%
16.4.2021,176.76,190,192.5,175,1700000,-5.69%
15.4.2021,187.42,186,188.8,185.02,325030,0.89%
14.4.2021,185.76,188.5,190.3,184.2,547450,-0.40%
13.4.2021,186.5,187.2,190.5,185.98,361860,0.00%
12.4.2021,186.5,185.7,188.1,183.38,391290,1.15%
9.4.2021,184.38,183.52,192,181.6,1060000,0.75%
8.4.2021,183,191.78,191.78,182.1,1180000,-4.57%
7.4.2021,191.76,198.22,198.84,191,522390,-2.70%
6.4.2021,197.08,198.98,201,194.02,734970,1.28%
1.4.2021,194.58,190.8,197.78,185.06,1060000,2.14%
31.3.2021,190.5,199.8,203.7,181.5,3530000,-12.57%
30.3.2021,217.9,250,251.6,216.8,1650000,-9.09%
29.3.2021,239.7,218,243.5,216,2090000,13.07%
26.3.2021,212,210,216.9,209.5,437110,1.87%
25.3.2021,208.1,219.9,221.9,208.1,740460,-4.15%
24.3.2021,217.1,219.4,222.4,215.1,480750,-1.63%
23.3.2021,220.7,218,221,211.4,589240,1.71%
22.3.2021,217,221,221,216.8,536430,-2.78%
19.3.2021,223.2,220.7,227,217.9,961060,1.13%
18.3.2021,220.7,231,231.7,220.7,634370,-4.46%
17.3.2021,231,230,232,223.1,535620,0.65%
16.3.2021,229.5,233,236.1,226.5,418640,-0.17%
15.3.2021,229.9,231,234.6,225.5,523880,1.50%
12.3.2021,226.5,223,235.1,220.3,846780,2.49%
11.3.2021,221,210.5,223.6,206.6,1200000,5.14%
10.3.2021,210.2,223,226.7,210.2,1260000,-5.74%
9.3.2021,223,231.5,233.7,223,1020000,-3.88%
8.3.2021,232,234.9,237.5,232,407550,0.00%
5.3.2021,232,233.5,237.8,228.8,458450,-1.28%
4.3.2021,235,228.3,237.5,226,531890,2.93%
3.3.2021,228.3,241.8,245.3,227,836640,-5.39%
2.3.2021,241.3,240.9,245.9,236,674140,0.42%
1.3.2021,240.3,237.4,241,225.2,1090000,1.56%
26.2.2021,236.6,249.6,249.9,234.2,1480000,-5.96%
25.2.2021,251.6,255,256,249.1,767660,-2.56%
24.2.2021,258.2,258.2,262.3,256,341060,0.19%
23.2.2021,257.7,259,261.1,250.1,556190,-0.15%
22.2.2021,258.1,266.4,268.2,258,467360,-2.75%
19.2.2021,265.4,275,278.9,264.7,429130,-3.49%
18.2.2021,275,271.3,283.5,269.2,498950,1.36%
17.2.2021,271.3,272.1,272.5,268.1,294250,0.44%
16.2.2021,270.1,271,273.2,266.7,326740,0.04%
15.2.2021,270,260,270.6,258.3,270920,2.66%
12.2.2021,263,269.1,269.7,260.3,366960,-2.77%
11.2.2021,270.5,268.5,271.4,268,350850,0.37%
10.2.2021,269.5,268.9,275.5,264.4,655250,-0.19%
9.2.2021,270,287,288.2,268.4,1130000,-5.69%
8.2.2021,286.3,297,297.8,286.3,484610,-2.42%
5.2.2021,293.4,293.2,297.9,288.2,434370,0.82%
4.2.2021,291,288.1,298.8,288.1,403340,1.04%
3.2.2021,288,284,295.6,283.4,690040,1.66%
2.2.2021,283.3,305.5,305.9,282.4,1380000,-7.36%
1.2.2021,305.8,305.5,316,291.3,1010000,0.20%
29.1.2021,305.2,354,358,297.7,2950000,-16.38%
28.1.2021,365,311.2,376.5,299.1,6860000,15.58%
27.1.2021,315.8,308,345,308,5870000,5.27%
26.1.2021,300,273.1,300,273.1,2680000,8.81%
25.1.2021,275.7,252,276.6,250.3,1610000,10.24%
22.1.2021,250.1,252,257,249.9,519930,-1.22%
21.1.2021,253.2,255,260.5,251.6,901490,0.20%
20.1.2021,252.7,247,255.7,239,741540,1.81%
19.1.2021,248.2,255.3,257,242.8,752440,-2.09%
18.1.2021,253.5,257,258.2,249.3,480230,-1.05%
15.1.2021,256.2,265,267.2,251.1,760610,-3.32%
14.1.2021,265,253.4,277.1,251.3,1290000,6.04%
13.1.2021,249.9,248.5,253.5,247.1,654830,0.56%
12.1.2021,248.5,246,252.9,243,656350,1.02%
11.1.2021,246,240,257,240,795940,2.54%
8.1.2021,239.9,250.2,253.4,234.2,1520000,-3.27%
7.1.2021,248,267,267.1,248,1520000,-6.66%
5.1.2021,265.7,275.6,275.6,263.6,907150,-3.87%
4.1.2021,276.4,276.5,279,268.1,694600,0.62%
30.12.2020,274.7,280.5,280.5,270.4,650140,-2.07%
29.12.2020,280.5,279.5,285.2,274.4,690380,2.37%
28.12.2020,274,265,274,257.1,1030000,1.86%
23.12.2020,269,275,275.6,252,1450000,0.49%
22.12.2020,267.7,262.6,275.9,262,1490000,4.57%
21.12.2020,256,260,265.3,248,2710000,-5.67%
18.12.2020,271.4,260,272.6,242.5,5440000,-12.23%
17.12.2020,309.2,305,313.9,305,1070000,3.07%
16.12.2020,300,299.3,304,290,1120000,0.00%
15.12.2020,300,303.8,316.8,294,2660000,1.32%
14.12.2020,296.1,265,298,238.5,5360000,-7.61%
11.12.2020,320.5,358.8,358.8,308.3,3970000,-11.46%
10.12.2020,362,391.5,401.1,358.3,2050000,-8.54%
9.12.2020,395.8,399.7,412.1,383.2,1410000,0.20%
8.12.2020,395,400,410.4,385,1870000,-7.08%
7.12.2020,425.1,446.5,464.2,401.9,1430000,-4.04%
4.12.2020,443,422.8,443.5,422.5,471520,5.23%
3.12.2020,421,426,428,418,482450,-0.94%
2.12.2020,425,411.2,426,404.7,565810,4.68%
1.12.2020,406,392.4,418.2,392.4,938470,4.24%
30.11.2020,389.5,366,391.2,366,1050000,7.39%
27.11.2020,362.7,359,364,352.6,382790,1.06%
26.11.2020,358.9,369,377.5,358,496370,-1.40%
25.11.2020,364,372.2,373.5,363.1,346770,-1.91%
24.11.2020,371.1,375,377,365.5,278350,-0.40%
23.11.2020,372.6,377.5,389,372,325870,0.11%
20.11.2020,372.2,368.1,376.1,368,295550,1.14%
19.11.2020,368,374,374,365.5,338480,-1.74%
18.11.2020,374.5,371,378.8,370,309340,1.33%
17.11.2020,369.6,360,371,359.2,293780,2.55%
16.11.2020,360.4,370,371.9,360.4,308160,-0.83%
13.11.2020,363.4,372.5,372.5,363.1,286440,-2.42%
12.11.2020,372.4,371,378.4,367.2,443940,1.83%
10.11.2020,365.7,375,378.7,353.5,808750,-1.53%
9.11.2020,371.4,389,401.1,369.1,973130,-3.05%
6.11.2020,383.1,373,389,371.5,378070,3.23%
5.11.2020,371.1,387.9,396.2,370,764030,-2.65%
4.11.2020,381.2,365,386.9,359.8,754990,4.44%
3.11.2020,365,347.5,366.5,343,585150,6.51%
2.11.2020,342.7,343.6,348.8,341.4,463670,2.18%
30.10.2020,335.4,351.7,352,333.3,582120,-5.25%
29.10.2020,354,336,356.5,334,764400,6.95%
28.10.2020,331,349,353.9,320,1570000,-9.09%
27.10.2020,364.1,363.2,380,362.6,686230,1.14%
26.10.2020,360,354.5,365.6,354,374910,1.84%
23.10.2020,353.5,367.4,370.1,352.7,782010,-3.57%
22.10.2020,366.6,360,376.5,358,333210,0.22%
21.10.2020,365.8,367.2,369.4,354.7,686250,-0.57%
20.10.2020,367.9,372,378,362.2,485650,-1.10%
19.10.2020,372,381.6,384,372,310370,-1.74%
16.10.2020,378.6,378,390,378,627820,0.96%
15.10.2020,375,386.4,387.5,373.3,311460,-3.60%
14.10.2020,389,383,397.7,380.1,424440,1.57%
13.10.2020,383,371,384.2,367,283060,3.23%
12.10.2020,371,378,382.7,371,430800,-1.90%
9.10.2020,378.2,389.9,389.9,373.5,367450,-2.75%
8.10.2020,388.9,381.2,388.9,379.9,363140,3.13%
7.10.2020,377.1,375.3,379.8,365.7,529450,0.61%
6.10.2020,374.8,400,400.8,373,793730,-5.99%
5.10.2020,398.7,403,410.5,395.1,388530,0.38%
2.10.2020,397.2,390.1,400.5,384.1,758120,3.82%
1.10.2020,382.6,416.9,416.9,377,1170000,-8.56%
30.9.2020,418.4,425,430.4,418.4,428690,-3.01%
29.9.2020,431.4,429.9,434.7,424.5,311730,0.42%
28.9.2020,429.6,414,429.6,413.3,315510,4.78%
25.9.2020,410,404.6,410,400.1,280910,1.84%
24.9.2020,402.6,404,409.4,398.3,534190,-1.08%
23.9.2020,407,400.9,409.4,400.9,321580,1.52%
